"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00093721","1964-04","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","3.3","0","3.3",",0","17",",0","12",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","5",",0","0",",0","18","","","","2","","-3.3",",0,05,+","0",",T,0,01,","10",",,0,01,","14.2",",,0,06,","30.0",",0,18,","2733.2","0","239.0",",0","111.1",",,,0","","","","","","","","","10",",,,0","10.48",",0","16.03",",,,0","4.93",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1964-05","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","58.4","0","55.1",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","4",",0","9","","","","1","","6.7",",0,16,+","0",",,0,31,+","0",",,0,31,+","10.9",",,0,13,","34.4",",0,23,","2783.2","0","50.0",",0","10.9",",,,0","","","","","","","","","0",",,,0","18.50",",0","25.61",",,,0","11.38",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1964-06","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","195.2","0","136.8",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","10",",0","12","","","","8","","7.8",",0,04,","0",",,0,30,+","0",",,0,30,+","15.2",",,0,27,","36.7",",0,15,","2791.8","0","8.6",",0","61.0",",,,0","","","","","","","","","0",",,,0","22.61",",0","29.43",",,,0","15.78",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1964-07","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","401.1","0","205.9",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","11","","","","2","","13.9",",0,05,","0",",,0,31,+","0",",,0,31,+","31.2",",,0,08,","36.1",",0,01,","0.0","0","0.0",",0","67.6",",,,0","","","","","","","","","0",",,,0","24.97",",0","30.51",",,,0","19.44",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1964-08","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","547.2","0","146.1",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","11","","","","2","","9.4",",0,15,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,07,","34.4",",0,23,+","0.3","0","0.3",",0","49.8",",,,0","","","","","","","","","0",",,,0","23.04",",0","28.69",",,,0","17.38",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1964-09","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","623.3","0","76.1",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","4",",0","12","","","","","","5.6",",0,26,","0",",,0,30,+","0",",,0,30,+","18.8",",,0,29,","35.0",",0,11,+","24.4","0","24.1",",0","66.4",",,,0","","","","","","","","","0",",,,0","20.06",",0","26.58",",,,0","13.55",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1964-10","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","623.6","0","0.3",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","9",",0","0",",0","8","","","","","","-2.8",",0,24,+","0",",,0,31,+","0",",,0,31,+","12.7",",,0,02,","26.1",",0,26,","227.4","0","203.0",",0","30.3",",,,0","","","","","","","","","0",",,,0","11.80",",0","18.37",",,,0","5.22",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1964-11","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","623.9","0","0.3",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","6",",0","0",",0","14","","","","","","-8.3",",0,23,","0",",,0,30,+","0",",T,0,30,","51.3",",,0,25,","23.9",",0,12,","480.8","0","253.4",",0","63.8",",,,0","","","","","","","","","0",",T,,0","9.90",",0","16.26",",,,0","3.53",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1964-12","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","623.9","0","0.0",",0","10",",0","7",",0","1",",0","1",",0","0",",0","0",",0","19",",0","1",",0","2",",0","0",",0","16","","","","","","-9.4",",0,19,","25",",,0,20,","20",",,0,20,","33.8",",,0,12,","22.8",",0,26,","928.3","0","447.5",",0","100.1",",,,0","","","","","","","","","20",",,,0","3.90",",0","8.58",",,,0","-0.79",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1965-01","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","0","0.0",",0","10",",0","6",",0","0",",0","13",",0","2",",0","0",",0","29",",0","7",",0","0",",0","0",",0","10","","2","","","","-17.2",",0,17,","127",",,0,11,","127",",,0,10,","24.6",",,0,10,","17.2",",0,09,","1518.4","0","590.1",",0","78.3",",,,0","59.2","1,","","","","","","","211",",,,0","-0.70",",0","4.58",",,,0","-5.99",",,,0","11046",",X","","","","","","","","","270",",X","","","","","","","","","15.2",",X"
"USW00093721","1965-02","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","0","0.0",",0","7",",0","4",",0","1",",0","1",",0","1",",0","0",",0","22",",0","5",",0","1",",0","0",",0","12","","6","","","","-13.9",",0,01,","25",",,0,15,","28",",,0,14,","41.7",",,0,07,","21.1",",0,08,","1986.9","0","468.5",",0","73.4",",,,0","63.5","3,X","","","","","","","28",",,,0","1.60",",0","7.78",",,,0","-4.58",",,,0","12174",",X","","","","","","","","","225",",X","","","","","","","","","25.5",",X"
"USW00093721","1965-03","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","0","0.0",",0","12",",0","7",",0","1",",0","2",",0","2",",0","0",",0","19",",0","0",",0","0",",0","0",",0","10","","1","","","","-13.3",",0,21,","102",",,0,21,","109",",,0,17,","41.1",",,0,05,","18.3",",0,29,","2432.1","0","445.2",",0","109.7",",,,0","52.9",",X","","","","","","","213",",,,0","3.97",",0","9.12",",,,0","-1.18",",,,0","11760",",X","","","","","","","","","180",",X","","","","","","","","","15.2",",X"
"USW00093721","1965-04","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","0","0.0",",0","16",",0","6",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","6",",0","0",",0","15","","3","","1","","-6.7",",0,04,","0",",,0,30,+","0",",,0,30,+","8.9",",,0,06,","27.2",",0,12,","2676.6","0","244.5",",0","43.8",",,,0","48.1",",X","","","","","","","0",",,,0","10.18",",0","15.91",",,,0","4.46",",,,0","11412",",X","","","","","","","","","315",",X","","","","","","","","","18.3",",X"
"USW00093721","1965-05","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","64.4","0","64.4",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","3",",0","15","","","","3","","5.6",",0,30,","0",",,0,31,+","0",",,0,31,+","20.8",",,0,29,","35.0",",0,27,","2708.7","0","32.1",",0","45.5",",,,0","53.4",",X","","","","","","","0",",,,0","19.38",",0","26.11",",,,0","12.64",",,,0","14250",",X","","","","","","","","","315",",X","","","","","","","","","14.8",",X"
"USW00093721","1965-06","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","175.8","0","111.4",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","6",",0","16","","","","4","","7.8",",0,05,","0",",,0,30,+","0",",,0,30,+","13.7",",,0,03,","35.6",",0,29,+","2734.8","0","26.1",",0","49.3",",,,0","60.2",",X","","","","","","","0",",,,0","21.18",",0","27.50",",,,0","14.85",",,,0","16152",",X","","","","","","","","","225",",X","","","","","","","","","17.9",",X"
"USW00093721","1965-07","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","379.4","0","203.6",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","16","","","","8","","12.2",",0,21,+","0",",,0,31,+","0",",,0,31,+","36.8",",,0,11,","36.7",",0,25,","0.0","0","0.0",",0","66.3",",,,0","52.2",",X","","","","","","","0",",,,0","24.90",",0","31.02",",,,0","18.79",",,,0","14256",",X","","","","","","","","","270",",X","","","","","","","","","13.4",",X"
"USW00093721","1965-08","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","562.1","0","182.7",",0","9",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","17","","1","","6","","10.0",",0,30,+","0",",,0,31,+","0",",,0,31,+","28.4",",,0,04,","35.6",",0,18,","3.1","0","3.1",",0","119.8",",,,0","53.5",",X","","","","","","","0",",,,0","24.13",",0","30.04",",,,0","18.22",",,,0","13608",",X","","","","","","","","","315",",X","","","","","","","","","18.3",",X"
"USW00093721","1965-09","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","677.8","0","115.7",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","6",",0","18","","2","","1","","6.7",",0,26,","0",",,0,30,+","0",",,0,30,+","25.4",",,0,13,","33.9",",0,10,","22.8","0","19.7",",0","49.3",",,,0","60.0",",X","","","","","","","0",",,,0","21.53",",0","27.26",",,,0","15.80",",,,0","13398",",X","","","","","","","","","270",",X","","","","","","","","","16.1",",X"
"USW00093721","1965-10","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","678.1","0","0.3",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","11",",0","0",",0","11","","2","","1","","-3.3",",0,30,","0",",,0,31,+","0",",,0,31,+","30.0",",,0,07,","25.6",",0,15,","215.0","0","192.2",",0","48.3",",,,0","68.2",",X","","","","","","","0",",,,0","12.14",",0","18.68",",,,0","5.61",",,,0","14208",",X","","","","","","","","","225",",X","","","","","","","","","15.6",",X"
"USW00093721","1965-11","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","678.1","0","0.0",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","3",",0","0",",0","13","","2","","","","-6.7",",0,30,","0",",,0,30,+","0",",,0,30,+","5.6",",,0,22,","23.3",",0,07,","538.3","0","323.3",",0","17.3",",,,0","63.0",",X","","","","","","","0",",,,0","7.56",",0","13.31",",,,0","1.80",",,,0","11466",",X","","","","","","","","","270",",X","","","","","","","","","18.3",",X"
"USW00093721","1965-12","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","678.1","0","0.0",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","0",",0","0",",0","9","","3","","1","","-9.4",",0,27,","0",",T,0,21,","0",",T,0,26,+","8.1",",,0,13,","20.0",",0,31,","998.6","0","460.3",",0","16.0",",,,0","45.5",",X","","","","","","","0",",T,,0","3.48",",0","9.14",",,,0","-2.17",",,,0","8028",",X","","","","","","","","","360",",X","","","","","","","","","14.3",",X"
"USW00093721","1966-01","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","0","0.0",",0","12",",0","8",",0","0",",0","6",",0","5",",0","0",",0","27",",0","9",",0","0",",0","0",",0","10","","1","","","","-17.2",",0,29,","432",",,0,31,","231",",,0,29,","25.1",",,0,23,","17.8",",0,01,","1604.7","0","606.1",",0","105.3",",,,0","49.8",",X","","","","","","","543",",,,0","-1.22",",0","3.13",",,,0","-5.56",",,,0","9090",",X","","","","","","","","","270",",X","","","","","","","","","21.0",",X"
"USW00093721","1966-02","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","6",",0","2",",0","14",",0","3",",0","0",",0","23",",0","9",",0","0",",0","0",",0","10","","5","","1","","-16.7",",0,06,","356",",,0,01,","206",",,0,24,","41.9",",,0,13,","12.8",",0,13,","2142.0","0","537.3",",0","107.7",",,,0","47.5",",X","","","","","","","290",",,,0","-0.86",",0","3.80",",,,0","-5.51",",,,0","8640",",X","","","","","","","","","180",",X","","","","","","","","","19.7",",X"
"USW00093721","1966-03","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","0","0.0",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","3",",0","0",",0","8","","3","","","","-7.8",",0,09,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,24,","26.7",",0,22,","2515.6","0","373.6",",0","23.8",",,,0","68.2",",X","","","","","","","0",",,,0","6.28",",0","12.82",",,,0","-0.25",",,,0","15216",",X","","","","","","","","","315",",X","","","","","","","","","20.1",",X"
"USW00093721","1966-04","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","1.1","0","1.1",",0","15",",0","7",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","4",",0","0",",0","13","","2","","","","-1.1",",0,11,+","0",",,0,30,+","0",",T,0,01,","36.1",",,0,12,","26.7",",0,24,+","2776.0","0","260.4",",0","111.6",",,,0","34.8",",X","","","","","","","0",",T,,0","9.69",",0","15.00",",,,0","4.38",",,,0","8202",",X","","","","","","","","","180",",X","","","","","","","","","15.2",",X"
"USW00093721","1966-05","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","35.6","0","34.5",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","24",",0","1",",0","13","","1","","6","","0.0",",0,11,","0",",,0,31,+","0",",,0,31,+","36.1",",,0,27,","32.2",",0,06,","2866.9","0","90.9",",0","115.0",",,,0","57.7",",X","","","","","","","0",",,,0","16.51",",0","22.63",",,,0","10.40",",,,0","15342",",X","","","","","","","","","270",",X","","","","","","","","","16.5",",X"
"USW00093721","1966-06","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","180.0","0","144.4",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","9",",0","15","","","","6","","5.6",",0,01,","0",",,0,30,+","0",",,0,30,+","11.4",",,0,16,","36.7",",0,27,+","2879.9","0","13.0",",0","29.9",",,,0","69.3",",X","","","","","","","0",",,,0","22.71",",0","29.78",",,,0","15.65",",,,0","18576",",X","","","","","","","","","225",",X","","","","","","","","","17.9",",X"
"USW00093721","1966-07","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","419.2","0","239.2",",0","7",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","5","","","","3","","11.7",",0,22,+","0",",,0,31,+","0",",,0,31,+","27.7",",,0,05,","38.9",",0,03,","0.0","0","0.0",",0","37.6",",,,0","76.8",",X","","","","","","","0",",,,0","26.05",",0","33.06",",,,0","19.04",",,,0","20928",",X","","","","","","","","","270",",X","","","","","","","","","13.4",",X"
"USW00093721","1966-08","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","616.8","0","197.6",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","14","","4","","3","","12.8",",0,04,","0",",,0,31,+","0",",,0,31,+","19.6",",,0,11,","35.0",",0,22,","0.0","0","0.0",",0","47.5",",,,0","65.1",",X","","","","","","","0",",,,0","24.71",",0","31.39",",,,0","18.03",",,,0","16530",",X","","","","","","","","","270",",X","","","","","","","","","16.5",",X"
"USW00093721","1966-09","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","684.8","0","68.0",",0","11",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","4",",0","13","","1","","1","","7.8",",0,24,+","0",",,0,30,+","0",",,0,30,+","97.0",",,0,14,","35.0",",0,03,+","40.1","0","40.1",",0","216.0",",,,0","44.3",",X","","","","","","","0",",,,0","19.26",",0","24.44",",,,0","14.09",",,,0","10032",",X","","","","","","","","","270",",X","","","","","","","","","11.6",",X"
"USW00093721","1966-10","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","684.8","0","0.0",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","8",",0","0",",0","12","","2","","","","-3.9",",0,31,","0",",,0,31,+","0",",,0,31,+","65.5",",,0,19,","25.6",",0,09,+","240.9","0","200.8",",0","122.0",",,,0","68.5",",X","","","","","","","0",",,,0","11.85",",0","18.34",",,,0","5.37",",,,0","14244",",X","","","","","","","","","270",",X","","","","","","","","","15.6",",X"
"USW00093721","1966-11","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","685.7","0","0.9",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","16",",0","0",",0","3",",0","0",",0","7","","1","","","","-5.0",",0,21,+","0",",,0,30,+","0",",T,0,30,+","36.1",",,0,02,","22.2",",0,09,","551.9","0","311.0",",0","70.7",",,,0","55.7","1,X","","","","","","","0",",T,,0","8.00",",0","14.14",",,,0","1.85",",,,0","9780","1,X","","","","","","","","","180","1,X","","","","","","","","","13.4","1,X"
"USW00093721","1966-12","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","685.7","0","0.0",",0","10",",0","6",",0","1",",0","11",",0","4",",0","0",",0","22",",0","7",",0","3",",0","0",",0","7","","3","","","","-11.1",",0,28,","203",",,0,25,","213",",,0,24,","25.9",",,0,13,","22.8",",0,09,+","1058.7","0","506.8",",0","89.7",",,,0","48.3",",X","","","","","","","518",",,,0","1.98",",0","6.12",",,,0","-2.15",",,,0","8532",",X","","","","","","","","","270",",X","","","","","","","","","16.5",",X"
"USW00093721","1967-01","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","0","0.0",",0","4",",0","2",",0","0",",0","1",",0","0",",0","0",",0","24",",0","1",",0","4",",0","0",",0","10","","5","","1","","-10.6",",0,20,","25",",,0,01,","10",",,0,19,","16.8",",,0,27,","23.9",",0,25,","1533.6","0","474.9",",0","25.2",",,,0","50.5",",X","","","","","","","10",",,,0","3.01",",0","7.96",",,,0","-1.93",",,,0","9222",",X","","","","","","","","","270",",X","","","","","","","","","21.0",",X"
"USW00093721","1967-02","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","6",",0","1",",0","13",",0","5",",0","1",",0","26",",0","7",",0","1",",0","0",",0","6","","2","","","","-18.3",",0,08,","254",",,0,10,+","257",",,0,07,","29.2",",,0,07,","21.7",",0,02,","2067.7","0","534.1",",0","57.2",",,,0","61.9",",X","","","","","","","511",",,,0","-0.74",",0","4.72",",,,0","-6.20",",,,0","11172",",X","","","","","","","","","270",",X","","","","","","","","","21.9",",X"
"USW00093721","1967-03","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","6",",0","2",",0","0",",0","1",",0","0",",0","13",",0","1",",0","4",",0","0",",0","16","","3","","2","","-9.4",",0,19,+","0",",T,0,22,+","51",",,0,21,","37.8",",,0,07,","25.6",",0,14,","2467.9","0","400.2",",0","111.5",",,,0","52.7",",X","","","","","","","64",",,,0","5.42",",0","10.70",",,,0","0.14",",,,0","11772",",X","","","","","","","","","315","1,X","","","","","","","","","17.9","1,X"
"USW00093721","1967-04","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","7.5","0","7.5",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","10",",0","0",",0","8","","3","","2","","-1.7",",0,12,","0",",,0,30,+","0",",,0,30,+","16.5",",,0,17,","30.0",",0,02,","2658.1","0","190.2",",0","44.1",",,,0","57.8",",X","","","","","","","0",",,,0","12.25",",0","18.63",",,,0","5.86",",,,0","13758",",X","","","","","","","","","315",",X","","","","","","","","","16.1",",X"
"USW00093721","1967-05","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","14.4","0","6.9",",0","14",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","13","","3","","1","","2.8",",0,04,","0",",,0,31,+","0",",,0,31,+","41.4",",,0,07,","29.4",",0,02,","2802.6","0","144.5",",0","96.4",",,,0","55.3",",X","","","","","","","0",",,,0","13.90",",0","19.94",",,,0","7.85",",,,0","14766",",X","","","","","","","","","315",",X","","","","","","","","","16.5",",X"
"USW00093721","1967-06","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","145.9","0","131.5",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","8","","","","3","","6.7",",0,01,","0",",,0,30,+","0",",,0,30,+","31.2",",,0,22,","35.6",",0,16,","2806.2","0","3.6",",0","48.0",",,,0","69.7",",X","","","","","","","0",",,,0","22.60",",0","29.61",",,,0","15.58",",,,0","18678",",X","","","","","","","","","225",",X","","","","","","","","","19.2",",X"
"USW00093721","1967-07","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","321.4","0","175.5",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","22","","5","","9","","13.3",",0,05,+","0",",,0,31,+","0",",,0,31,+","69.1",",,0,02,","33.3",",0,24,+","0.0","0","0.0",",0","90.5",",,,0","59.7",",X","","","","","","","0",",,,0","24.00",",0","29.24",",,,0","18.75",",,,0","16338",",X","","","","","","","","","315",",X","","","","","","","","","17.4",",X"
"USW00093721","1967-08","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","464.5","0","143.1",",0","12",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","25","","2","","6","","14.4",",0,15,+","0",",,0,31,+","0",",,0,31,+","55.4",",,0,03,","33.9",",0,03,","0.0","0","0.0",",0","225.2",",,,0","59.0",",X","","","","","","","0",",,,0","22.95",",0","27.65",",,,0","18.25",",,,0","15006",",X","","","","","","","","","135",",X","","","","","","","","","16.1",",X"
"USW00093721","1967-09","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","513.2","0","48.7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","12","","","","1","","4.4",",0,25,","0",",,0,30,+","0",",,0,30,+","4.1",",,0,28,","30.6",",0,18,","44.5","0","44.5",",0","5.5",",,,0","66.4",",X","","","","","","","0",",,,0","18.47",",0","24.78",",,,0","12.17",",,,0","14880",",X","","","","","","","","","135",",X","","","","","","","","","12.5",",X"
"USW00093721","1967-10","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","524.3","0","11.1",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","10",",0","0",",0","13","","4","","","","-0.6",",0,30,","0",",,0,31,+","0",",,0,31,+","19.6",",,0,25,","31.7",",0,05,","224.2","0","179.7",",0","34.1",",,,0","53.1",",X","","","","","","","0",",,,0","12.90",",0","19.36",",,,0","6.43",",,,0","10986",",X","","","","","","","","","270",",X","","","","","","","","","17.0",",X"
"USW00093721","1967-11","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","524.3","0","0.0",",0","10",",0","5",",0","1",",0","0",",0","1",",0","0",",0","16",",0","0",",0","1",",0","0",",0","9","","4","","1","","-6.7",",0,29,","0",",,0,30,+","213",",,0,30,","30.2",",,0,30,","22.8",",0,12,","608.1","0","383.9",",0","66.1",",,,0","54.7",",X","","","","","","","213",",,,0","5.54",",0","10.83",",,,0","0.24",",,,0","9882",",X","","","","","","","","","270",",X","","","","","","","","","16.5",",X"
